Jogador;Equipa;Equipa dentro de um período de tempo seleccionado;Posição;Idade;Valor de mercado;Contrato termina;Partidas jogadas;Minutos jogados:;Golos;Golos esperados;Assistências;Assistências esperadas;Duelos/90;Duelos ganhos, %;Naturalidade;País de nacionalidade;Pé;Altura;Peso;Emprestado;Ações defensivas com êxito/90;Duelos defensivos/90;Duelos defensivos ganhos, %;Duelos aérios/90;Duelos aéreos ganhos, %;Cortes/90;Cortes de carrinho ajust. à posse;Remates intercetados/90;Interseções/90;Interceções ajust. à posse;Faltas/90;Cartões amarelos;Cartões amarelos/90;Cartões vermelhos;Cartões vermelhos/90;Acções atacantes com sucesso/90;Golos/90;Golos sem ser por penálti;Golos sem ser por penálti/90;Golos esperados/90;Golos de cabeça;Golos de cabeça/90;Remate;Remates/90;Remates à baliza, %;Golos marcados, %;Assistências/90;Cruzamentos/90;Cruzamentos certos, %;Cruzamentos do flanco esquerdo/90;Cruzamentos precisos do flanco esquerdo, %;Cruzamentos do flanco direito/90;Cruzamentos precisos do flanco direito, %;Cruzamentos para a área de baliza/90;Dribles/90;Dribles com sucesso, %;Duelos ofensivos/90;Duelos ofensivos ganhos, %;Toques na área/90;Corridas progressivas/90;Acelerações/90;Passes recebidos/90;Passes longos recebidos/90;Faltas sofridas/90;Passes/90;Passes certos, %;Passes para a frente/90;Passes para a frente certos, %;Passes para trás/90;Passes para trás certos, %;Passes laterais/90;Passes laterais certos, %;Passes curtos / médios /90;Passes curtos / médios precisos, %;Passes longos/90;Passes longos certos, %;Comprimento médio de passes, m;Comprimento médio de passes longos, m;Assistências esperadas/90;Assistências para remate/90;Segundas assistências/90;Terceiras assistências/90;Passes inteligentes/90;Passes inteligentes certos, %;Passes chave/90;Passes para terço final/90;Passes certos para terço final, %;Passes para a área de penálti/90;Passes precisos para a área de penálti, %;Passes em profundidade/90;Passes em profundidade certos, %;Receção de passes em profundidade/90;Cruzamentos em profundidade recebidos/90;Passes progressivos/90;Passes progressivos certos, %;Golos sofridos;Golos sofridos/90;Remates sofridos;Remates sofridos/90;Jogos sem sofrer golos;Defesas, %;Golos sofridos esperados ;Golos sofridos esperados/90;Golos expectáveis defendidos;Golos expectáveis defendidos por 90´;Passes para trás recebidos pelo guarda-redes/90;Saídas/90;Duelos aérios/90;Livres/90;Livres directos/90;Pontapés livres directos à baliza, %;Cantos/90;Penaltis marcados;Conversão de penaltis, %
A. Rodríguez;Deportivo Municipal;Newell's Old Boys;LWF, CF, LAMF;26;750000;2023-12-31;6;335;1;0,78;2;0,7;18,27;36,76;Argentina;Argentina;direito;170;71;sim;4,3;3,22;33,33;2,96;36,36;0,81;1,15;0,54;2,42;3,46;0,81;1;0,27;0;0;3,22;0,27;1;0,27;0,21;0;0;9;2,42;44,44;11,111;0,54;1,61;16,67;0,27;0;1,34;20;0;2,96;54,55;8,33;38,71;3,76;0,81;1,34;13,16;1,07;1,61;17,46;70,77;2,69;70;5,37;85;6,18;69,57;15,31;78,95;1,07;25;28,71;21,25;0,19;0,81;0,27;0;0,27;100;0,54;0,54;100;1,34;40;0,27;100;0,81;0;2,69;50;0;;0;;0;0;0;0;;;0;;;0;0;0;0;0;0
M. Esquivel;Talleres Córdoba;Lanús;RCMF;23;2800000;2022-12-31;8;334;1;0,83;1;1,27;29,1;41,67;Argentina;Argentina;esquerdo;164;62;sim;9,97;9,7;58,33;1,08;0;0,27;0,35;0;4,04;5,23;1,08;0;0;0;0;5,66;0,27;1;0,27;0,22;0;0;11;2,96;18,18;9,091;0,27;2,16;37,5;0,54;50;1,62;33,33;0;5,66;57,14;12,66;40,43;1,08;2,16;2,43;22,1;1,08;0,54;35,03;76,92;12,66;72,34;4,04;93,33;12,4;76,09;28,56;83,02;4,58;58,82;19,32;23,68;0,34;2,43;0;0;2,43;44,44;0,27;6,47;70,83;4,04;53,33;2,96;36,36;1,35;0,54;7,54;82,14;0;;0;;0;0;0;0;;;0,81;;;3,23;0,54;0;2,16;0;0
F. Almada;Rosario Central;Rosario Central;RCB, RB;24;750000;2024-12-31;6;332;0;0,05;0;0;12,74;57,45;Argentina;Argentina;direito;180;73;sim;10,57;5,96;68,18;2,71;50;0,27;0,32;0,54;6,23;7,42;0,27;0;0;0;0;1,08;0;0;0;0,01;0;0;1;0,27;100;0;0;1,08;25;0;0;1,08;25;0,27;0,54;100;0,81;66,67;0,54;1,08;0,27;33,34;1,36;0,27;44,73;82,42;18,7;75,36;3,8;100;19,52;86,11;36,87;91,91;6,78;40;29,15;46,13;0;0;0;0;0;0;0;6,23;47,83;1,36;20;0,27;0;0;0,27;9,76;75;0;;0;;0;0;0;0;;;3,25;;;0;0;0;0;0;0
M. Benítez;Rosario Central;Defensa y Justicia;LCMF, LWB;31;475000;2023-12-31;4;330;1;0,34;0;0,51;18,27;52,24;Argentina;Argentina;esquerdo;178;73;sim;7,36;5,45;75;2,45;77,78;0,82;1,34;0;2,45;4,03;0,82;0;0;0;0;1,09;0,27;1;0,27;0,09;0;0;4;1,09;75;25;0;0,82;0;0,82;0;0;0;0,27;1,91;0;5,18;26,32;0,82;1,64;0,82;41,45;0,55;0;56,18;79,13;20,45;62,67;6,27;86,96;24,55;87,78;52,09;81,15;3,27;66,67;19,72;31,87;0,14;1,64;0;0;0,55;50;0;10,09;70,27;1,64;16,67;0,27;0;0,27;0;12,82;72,34;0;;0;;0;0;0;0;;;0,82;;;2,18;0,55;100;4,09;0;0
E. Salvio;Pumas UNAM;Boca Juniors;RW;32;3500000;2024-06-30;6;327;0;1,36;1;0,91;31,65;38,26;Argentina;Argentina;direito;173;71;sim;7,16;5,78;57,14;2,75;50;0,55;0,8;0;3,3;4,8;1,65;1;0,28;0;0;6,06;0;0;0;0,37;0;0;7;1,93;14,29;0;0,28;1,65;50;0,55;50;1,1;50;0,55;10,73;43,59;18,72;33,82;3,58;3,85;1,38;19,82;3,85;0,83;30,83;76,79;8,53;74,19;6,88;96;9,63;77,14;28,9;78,1;0,28;100;14,35;3,73;0,25;1,1;0;0;1,1;25;0,28;1,38;40;3,85;64,29;0,55;50;2,2;0,83;4,95;66,67;0;;0;;0;0;0;0;;;0;;;0;0;0;0;0;0
G. Rojas;Querétaro;San Lorenzo;LB;25;1200000;2023-06-30;5;324;0;0;0;0,45;20,56;52,7;Argentina;Argentina;esquerdo;172;68;sim;11,67;9,44;61,76;2,78;40;1,11;1,9;0;4,72;8,1;1,39;0;0;0;0;2,78;0;0;0;0;0;0;2;0,56;0;0;0;2,78;40;2,78;40;0;0;0,28;2,78;60;5,28;52,63;0,28;0,56;0,28;18,61;4,17;0,83;29,17;73,33;10;63,89;2,78;80;10,28;89,19;22,78;82,93;3,89;42,86;28,07;21,23;0,12;1,39;0;0;0;0;0,28;3,61;69,23;1,11;75;0,28;0;0;0,83;7,5;51,85;0;;0;;0;0;0;0;;;0,28;;;2,22;0,56;0;2,5;0;0
M. González;Cobresal;Patronato;LCMF, RCMF, AMF;26;300000;;6;323;0;0,05;0;0,83;26,75;54,17;Argentina;Argentina;esquerdo;178;74;sim;8,36;10,59;44,74;0,84;66,67;1,11;1,62;0;2,51;3,65;4,18;2;0,56;0;0;5,85;0;0;0;0,01;0;0;3;0,84;0;0;0;1,39;40;0,56;50;0,84;33,33;0;6,41;69,57;11,7;54,76;0,56;2,51;0,84;26,19;0,28;1,11;39,01;80,71;9,75;71,43;6,69;83,33;16,16;86,21;33,72;84,3;4,18;66,67;21,92;40,07;0,23;1,39;0;0;1,11;75;0,28;6,97;68;1,39;40;0,84;66,67;0,56;0,28;5,85;71,43;0;;0;;0;0;0;0;;;0;;;1,67;0,28;0;2,51;0;0
L. Acosta;Lanús;Lanús;LW, LWF, CF;34;1000000;2024-12-31;5;320;0;0,75;0;0,12;28,41;43,56;Argentina;Argentina;direito;168;68;sim;7,03;7,59;51,85;5,91;42,86;1,13;1,54;0;1,97;2,69;1,97;1;0,28;0;0;3,38;0;0;0;0,21;0;0;3;0,84;33,33;0;0;1,13;25;0,84;33,33;0,28;0;0,28;5,34;47,37;10,69;42,11;1,69;1,13;0,56;13,78;0,56;3,09;21,66;76,62;4,5;68,75;6,75;91,67;7,03;76;19,97;80,28;0,56;50;15,89;9,81;0,03;0,28;0;0;0,56;50;0,28;0,28;100;1,97;42,86;0,56;50;0,56;0,28;2,53;44,44;0;;0;;0;0;0;0;;;0;;;0;0;0;0;0;0
F. Luna;Independiente Rivadavia;Patronato;RCMF, AMF, LDMF;32;175000;2022-12-31;6;319;0;0,07;0;0,08;32,16;43,86;Argentina;Argentina;direito;180;77;sim;6,21;6,21;59,09;1,13;50;0,85;1,38;0;1,69;2,77;1,13;3;0,85;0;0;3,39;0;0;0;0,02;0;0;4;1,13;0;0;0;0;0;0;0;0;0;0;6,77;45,83;20,88;37,84;0,28;1,69;0;25,96;0,56;2,54;37,81;86,57;11,57;78,05;6,49;95,65;12,41;86,36;36,39;86,82;1,41;80;16,2;22,4;0,02;0,85;0;0;0,85;33,33;0;6,77;70,83;1,41;40;1,13;25;0,28;0;6,21;95,45;0;;0;;0;0;0;0;;;0;;;0,85;0,28;0;0,28;0;0
A. Mulet;Vélez Sarsfield;Vélez Sarsfield;RCMF, LDMF, DMF;22;600000;2023-12-31;4;318;1;0,28;1;0,24;20,66;50,68;Argentina;Argentina;direito;179;72;sim;10,47;8,21;41,38;3,11;72,73;1,42;2,05;0;5,66;8,22;3,11;1;0,28;0;0;1,7;0,28;1;0,28;0,08;1;0,28;1;0,28;100;100;0,28;0;0;0;0;0;0;0;1,7;83,33;3,96;71,43;0,85;0,28;0;30;0,28;1,98;45;88,05;13,3;72,34;6,79;95,83;16,98;96,67;41,6;91,16;3,4;50;17,72;35,19;0,07;0,28;0;0;0;0;0,28;5,66;70;0,28;100;0,57;0;0,57;0;5,94;76,19;0;;0;;0;0;0;0;;;1,13;;;0;0;0;0;0;0
I. Ramírez;Belgrano;Central Córdoba SdE;LCMF, RCMF, DMF;32;100000;2022-12-31;5;318;0;0;0;0;24,06;55,29;Argentina;Argentina;esquerdo;178;78;sim;12,74;14,15;66;2,83;40;0,85;0,98;0,28;2,55;2,93;2,83;1;0,28;0;0;0,28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,57;0;2,83;30;0,57;0;0;16,7;0,28;0,28;29,43;82,69;12,45;75;2,83;100;9,34;87,88;27,45;85,57;1,98;42,86;17,9;26,41;0;0;0;0;0,85;33,33;0;6,23;68,18;0,28;100;1,13;25;0,28;0;5,09;72,22;0;;0;;0;0;0;0;;;0,28;;;0,28;0;0;0;0;0
I. Escobar;Aldosivi;Godoy Cruz;LB, LWB;26;250000;2024-12-31;5;313;0;0;1;0,26;12,94;46,67;Argentina;Argentina;esquerdo;173;66;sim;11,5;8,05;53,57;0,58;100;2,3;2,35;0;4,89;5;1,73;2;0,58;0;0;2,3;0;0;0;0;0;0;0;0;0;0;0,29;5,18;44,44;5,18;44,44;0;0;0,29;0,86;0;1,73;16,67;0,29;1,15;0,86;20,42;2,01;0,58;27,32;68,42;6,61;56,52;4,6;81,25;9,78;70,59;18,98;80,3;4,03;42,86;21,93;33,18;0,08;0,86;0;0;0,29;0;0,86;4,6;56,25;2,88;70;1,15;0;0;2,3;6,33;77,27;0;;0;;0;0;0;0;;;0,29;;;0;0;0;0;0;0
M. Pittón;Arsenal;Vélez Sarsfield;RDMF;28;1100000;2023-06-30;5;313;0;0,18;0;0,07;17,83;50;Argentina;Argentina;direito;181;70;sim;11,21;7,76;70,37;3,45;41,67;0,29;0,51;0;5,46;9,66;0,58;2;0,58;0;0;0;0;0;0;0,05;0;0;3;0,86;0;0;0;0;0;0;0;0;0;0;0;0;2,88;20;0;0,86;0;25,02;0;0,86;40,83;82,39;10,93;60,53;9,2;90,63;15,24;90,57;35,65;87,1;5,18;50;20,36;33,54;0,02;0,29;0;0;0;0;0;5,18;50;0,29;0;0,29;0;0;0;7,76;59,26;0;;0;;0;0;0;0;;;1,44;;;0;0;0;0;0;0
N. Delgadillo;Platense;Patronato;RW, LW, LWF;25;350000;2023-12-31;8;311;0;0,37;1;0,22;30,39;38,1;Argentina;Argentina;esquerdo;177;70;sim;5,21;6,08;52,38;1,74;16,67;0,29;0,45;0;1,74;2,69;1,74;1;0,29;0;0;6,37;0;0;0;0,11;0;0;9;2,6;22,22;0;0,29;3,47;33,33;1,74;33,33;1,74;33,33;0,87;8,68;53,33;18,81;36,92;1,16;2,03;0,58;20,84;1,74;2,89;25,18;72,41;5,79;80;5,79;75;8,39;62,07;20,55;80,28;1,45;40;19,54;16,64;0,06;0,58;0;0;0;0;0;2,6;66,67;3,47;50;0,58;50;0,87;1,45;6,08;80,95;0;;0;;0;0;0;0;;;0,29;;;1,45;0,58;0;1,45;0;0
M. Di Cesare;Argentinos Juniors;Argentinos Juniors;RCB;20;300000;2025-12-31;4;310;0;0;0;0;18,58;40,63;Argentina;Argentina, Italy;direito;186;81;sim;7,84;5,81;40;7,26;32;1,45;2,08;0;4,06;5,83;1,45;1;0,29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,29;0;0;0;0,29;0;0;0,29;0;2,03;14,29;0,58;0,58;0;11,9;0,29;0,29;27,29;71,28;11,32;48,72;2,61;88,89;10,45;88,89;22,65;78,21;4,35;40;25,79;50,34;0;0;0;0;0;0;0;4,06;42,86;0,58;0;0,29;0;0;0;4,94;35,29;0;;0;;0;0;0;0;;;1,45;;;0;0;0;0;0;0
L. Vella;Alvarado;Central Córdoba SdE;RW;25;275000;2022-12-31;7;310;0;0,43;0;0,16;23,52;38,27;Argentina;Argentina;direito;176;67;sim;4,06;4,06;50;1,45;0;0;0;0;2,03;2,56;1,16;1;0,29;0;0;5,52;0;0;0;0,12;0;0;6;1,74;16,67;0;0;2,32;37,5;0;0;2,32;37,5;0,29;8,71;50;13,06;35,56;0,87;1,74;2,03;15,39;1,74;0,58;22,94;67,09;6,39;59,09;3,77;100;9,58;63,64;18,29;73,02;2,32;50;21,63;28,4;0,05;0,29;0;0;0,29;0;0;4,06;57,14;2,32;62,5;0,29;0;0,58;0,87;3,19;81,82;0;;0;;0;0;0;0;;;0;;;2,9;0,87;0;1,45;0;0
M. Díaz;;Talleres Córdoba;GK;36;300000;;4;309;0;0;0;0;0,58;50;Argentina;Argentina, Italy;direito;186;87;sim;1,17;0;0;0,58;50;0;0;0;1,17;1,69;0;1;0,29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18,64;0;0;23,3;92,5;9,03;83,87;0;0;13,11;97,78;18,64;100;4,66;62,5;30,05;47,27;0;0;0;0;0;0;0;1,17;50;0;0;0;0;0;0;2,91;80;2;0,58;11;3,2;2;81,82;2,95;0,86;0,95;0,277;0;2,33;0,58;;;;0;0;0
N. Cordero;Huracán;Huracán;CF, AMF;23;450000;2023-12-31;10;308;1;2,34;0;0,09;33,6;46,09;Argentina;Argentina;direito;185;79;sim;8,77;7,31;48;11,1;47,37;1,75;2,57;0,29;3,51;5,14;2,63;0;0;1;0,29;2,34;0,29;1;0,29;0,68;1;0,29;18;5,26;16,67;5,556;0;0,58;50;0;0;0,58;50;0,29;2,34;50;8,47;31,03;6,14;0,58;0,29;7,01;1,46;0,58;11,69;65;2,34;50;2,92;90;3,8;61,54;10,81;64,86;0,58;50;14,66;9,84;0,03;0,29;0;0;0;0;0,58;0,88;66,67;0;0;0;0;0,58;0,29;1,75;66,67;0;;0;;0;0;0;0;;;0;;;0,29;0,29;0;0;0;0
J. Blázquez;Brest;Talleres Córdoba;GK;21;500000;2023-12-31;4;308;0;0;0;0;0;0;Argentina;Argentina, Italy;direito;193;86;sim;2,34;0;0;0;0;0;0;0;2,34;3,48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13,44;0;0;20,16;91,3;7,89;77,78;0;0;10,81;100;16,07;100;4,09;57,14;32,58;47,9;0;0;0;0;0;0;0;2,05;28,57;0,58;0;0;0;0;0;2,63;66,67;4;1,17;10;2,92;0;60;3,26;0,95;-0,74;-0,216;0;0,88;0;;;;0;0;0
F. Garcés;Colón;Colón;RCB;23;4500000;2024-12-31;4;306;0;0;0;0;17,35;69,49;Argentina;Argentina, Spain;direito;188;82;sim;17,94;9,71;72,73;3,82;61,54;0,59;0,78;0,29;10,29;13,64;1,76;2;0,59;0;0;0,59;0;0;0;0;0;0;0;0;0;0;0;0,29;100;0;0;0,29;100;0;0,59;50;0,59;50;0,59;1,18;0;22,06;0;0;38,24;72,31;24,41;62,65;2,06;100;9,12;90,32;27,06;86,96;10,88;35,14;24,77;41,05;0;0;0;0;0;0;0,29;10,88;48,65;2,06;42,86;0,29;0;0,59;0,29;10,29;71,43;0;;0;;0;0;0;0;;;1,18;;;0;0;0;0;0;0
F. Milo;Ionikos;Aldosivi;LW, LAMF;30;175000;2023-06-30;6;305;0;0,02;0;0,77;24,2;47,56;Argentina;Argentina;esquerdo;178;75;sim;8,26;6,49;59,09;1,77;66,67;0,59;0,86;0;3,84;5,57;0,89;0;0;0;0;5,02;0;0;0;0,01;0;0;3;0,89;0;0;0;4,43;33,33;4,43;33,33;0;0;1,48;5,02;70,59;12,39;45,24;2,36;0,89;0,89;13,28;1,77;1,77;22,72;57,14;11,51;43,59;2,36;100;7,38;68;15,93;64,81;2,95;40;19,87;31,89;0,23;0,89;0;0;0;0;0,3;3,54;33,33;2,36;50;0,3;0;0,59;1,48;5,9;70;0;;0;;0;0;0;0;;;0;;;0,3;0;0;0,89;0;0
G. Abrego;Godoy Cruz;Godoy Cruz;AMF, RAMF, RCMF;22;2000000;2023-12-31;4;301;0;0,05;0;0,04;20,33;39,71;Argentina;Argentina;direito;184;75;sim;7,18;5,68;52,63;3,59;41,67;0,3;0,45;0;3,89;5,82;0,9;0;0;0;0;0,9;0;0;0;0,02;0;0;2;0,6;0;0;0;0,6;50;0,6;50;0;0;0;1,5;40;5,68;21,05;0;0,6;0,3;16,74;0;0,9;22,72;78,95;8,37;67,86;4,78;93,75;6,58;81,82;20,03;86,57;2,09;14,29;16,99;25,79;0,01;0,3;0;0,3;0;0;0;5,08;58,82;0,6;50;0;0;0;0,3;3,29;63,64;0;;0;;0;0;0;0;;;0,3;;;0;0;0;0;0;0
J. Soñora;Marítimo;Talleres Córdoba;AMF, CF;26;825000;2024-06-30;10;300;2;0,84;2;0,71;20,4;48,53;United States;United States, Argentina;direito;176;74;sim;4,8;3,6;75;1,8;0;0;0;0,3;2,1;4,12;1,8;3;0,9;0;0;6;0,6;2;0,6;0,25;0;0;8;2,4;50;25;0,6;1,8;50;0,6;50;1,2;50;0,3;4,5;73,33;12,6;47,62;1,2;1,8;1,5;27,3;0,6;2,1;35,7;78,15;13,2;72,73;7,8;92,31;9,3;70,97;32,4;80,56;1,5;60;16,87;18,03;0,21;1,8;0,3;0,3;3,3;18,18;0,6;6;80;3,9;53,85;3;20;1,2;0,9;7,2;79,17;0;;0;;0;0;0;0;;;0;;;2,1;0,3;100;3,3;0;0
C. Taborda;Nueva Chicago;Central Córdoba SdE;GK;38;25000;2022-12-31;3;299;0;0;0;0;0;0;Argentina;Argentina;direito;189;87;sim;2,71;0;0;0;0;0;0;0;2,71;2,93;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,01;0;0;11,74;74,36;8,13;66,67;0;0;3,31;90,91;5,12;100;6,62;54,55;43,52;55;0;0;0;0;0;0;0;2,71;44,44;0;0;0;0;0;0;5,12;76,47;6;1,81;18;5,42;0;66,67;4,66;1,4;-1,34;-0,403;0;1,81;0;;;;0;0;0
B. Romero;Internacional;Defensa y Justicia;CF, LWF, RWF;31;3500000;2024-12-31;6;297;1;0,95;0;0,05;24,55;27,16;Argentina;Argentina;direito;176;73;sim;4,85;4,24;50;2,12;57,14;0;0;0;2,73;4,74;2,42;0;0;0;0;2,42;0,3;1;0,3;0,29;0;0;8;2,42;37,5;12,5;0;0;0;0;0;0;0;0;2,73;44,44;11,21;18,92;3,03;1,21;0,3;7,58;0;1,52;13,94;76,09;2,73;55,56;4,24;85,71;4,24;71,43;13,94;76,09;0;0;13,17;0;0,02;0,3;0;0;0,3;100;0;1,21;0;0,3;100;0,3;100;0,61;0;0,61;50;0;;0;;0;0;0;0;;;0;;;0;0;0;0;0;0
L. López;Club Tijuana;Boca Juniors;RCB;33;1800000;2024-12-31;3;295;1;0,27;0;0,02;15,86;73,08;Argentina;Argentina, Spain;direito;187;80;sim;10,07;4,27;71,43;5,19;70,59;1,22;1,64;0;5,8;7,81;0,61;1;0,31;0;0;1,83;0,31;1;0,31;0,08;1;0,31;4;1,22;75;25;0;0;0;0;0;0;0;0;1,22;75;2,14;71,43;2,14;0;0;32,34;0;0,92;50,34;81,82;20,75;67,65;3,36;90,91;24,41;92,5;43,63;88,81;6,71;36,36;23,47;40,46;0,01;0,31;0;0;0;0;0;6,1;65;0,92;0;0,61;0;0,31;0;13,73;64,44;0;;0;;0;0;0;0;;;2,44;;;0;0;0;0;0;0
N. Fernández Mercau;Elche;San Lorenzo;CF, LB, LCMF;22;2500000;2023-12-31;5;295;1;0,19;1;0,08;26,85;38,64;Argentina;Argentina;esquerdo;172;66;sim;7,32;7,02;47,83;4,58;33,33;0,61;1,07;0;3,36;5,89;2,14;2;0,61;0;0;2,75;0,31;1;0,31;0,06;0;0;5;1,53;40;20;0,31;1,22;25;0,61;0;0,31;100;0,61;3,36;45,45;11,59;28,95;2,75;1,22;1,53;18,61;0,92;1,22;29,29;77,08;10,37;76,47;4,58;80;8,24;88,89;27,15;78,65;0,92;100;17,28;11,56;0,03;0,61;0;0;0,31;100;0,61;4,58;66,67;1,22;25;0,61;100;0,61;0,31;3,97;84,62;0;;0;;0;0;0;0;;;0,61;;;0;0;0;0;0;0
B. Nievas;Patronato;Patronato;RCMF, RDMF;24;200000;2024-12-31;4;295;0;0;0;0,01;21,36;42,86;Argentina;Argentina;direito;180;73;sim;10,68;6,41;52,38;3,36;18,18;1,83;2,61;0,92;5,49;7,83;2,44;1;0,31;1;0,31;0,61;0;0;0;0;0;0;0;0;0;0;0;0,61;50;0,31;0;0;0;0;0,31;100;3,36;45,45;0,61;0,31;0,31;16,17;0,31;0,92;31,12;75,49;10,37;61,76;4,88;100;10,98;80,56;27,46;78,89;3,05;50;19,53;33,75;0;0,61;0;0;0,31;0;0;5,49;61,11;0,31;0;0;0;0;0,31;4,88;50;0;;0;;0;0;0;0;;;1,22;;;0;0;0;0;0;0
F. Martínez;León;Independiente;LAMF, RW, AMF;26;1500000;2024-12-31;7;292;0;0,42;0;0,27;32,36;35,24;Uruguay;Uruguay;direito;175;72;sim;5,24;5,86;52,63;4,62;33,33;0;0;0;2,16;3,04;1,85;2;0,62;0;0;5,24;0;0;0;0,13;0;0;9;2,77;33,33;0;0;1,85;16,67;1,23;25;0,62;0;0,62;8,32;48,15;16,34;35,85;2,47;4,62;2,16;17,88;1,23;2,16;25,89;77,38;3,39;45,45;8,94;86,21;9,86;84,38;23,12;84;0,92;33,33;15,16;12,01;0,08;0,62;0,31;0;0,31;0;0,31;1,23;75;1,54;0;0,62;0;0,31;0,31;1,85;66,67;0;;0;;0;0;0;0;;;0;;;0;0;0;1,23;0;0
F. Belluschi;Estudiantes Río Cuarto;Lanús;LCMF, RCMF, RW;39;75000;2022-12-31;6;291;0;0,13;1;0,55;19,18;53,23;Argentina;Argentina, Italy;direito;171;72;sim;8,35;7,11;60,87;2,47;37,5;0,62;0,91;0,31;3,4;5;0;0;0;0;0;0,93;0;0;0;0,04;0;0;8;2,47;12,5;0;0,31;1,55;0;0,31;0;0,93;0;0,31;0,93;0;6,19;45;0,62;0,31;0,31;29,38;0,93;2,16;39,28;74,8;12,68;63,41;5,57;100;11,75;78,95;35,57;80;2,16;42,86;15,98;20,45;0,17;1,55;0;0;1,86;33,33;0,62;5,57;66,67;2,47;37,5;1,24;25;1,24;0;4,33;64,29;0;;0;;0;0;0;0;;;0,31;;;3,71;0,62;0;1,86;0;0
A. Solari;Celta de Vigo;Racing Club;RCMF, LCMF, RW;30;2500000;2023-06-30;6;291;1;0,6;0;0,99;31,86;41,75;Argentina;Argentina, Italy;direito;180;80;sim;10,21;10,21;54,55;3,09;20;0,31;0,41;0,31;4,33;5,75;1,55;0;0;0;0;6,8;0,31;1;0,31;0,18;0;0;7;2,16;42,86;14,286;0;5,88;52,63;0;0;5,88;52,63;1,55;6,19;45;13,3;41,86;2,16;1,24;0,93;28,14;1,86;1,86;37,73;72,95;8,66;60,71;5,57;88,89;18,25;79,66;29,38;80;3,4;45,45;21,3;28,55;0,3;2,47;0,31;0;0,31;0;0,93;5,57;77,78;5,26;52,94;0,62;50;0,31;3,09;8,97;72,41;0;;0;;0;0;0;0;;;0,31;;;0;0;0;0,62;0;0
A. Varela;Boca Juniors;Boca Juniors;LCMF, RCMF;21;8500000;2026-12-31;4;289;0;0,11;0;0,13;19,31;54,84;Argentina;Argentina;direito;177;73;sim;10,28;6,85;59,09;3,74;66,67;0,31;0,59;0;5,92;11,18;1,56;0;0;0;0;1,56;0;0;0;0,03;0;0;4;1,25;25;0;0;0,31;0;0;0;0,31;0;0;1,56;60;5,29;52,94;0;0,31;0,62;43,6;0;1,25;63,22;86,7;15,57;68;5,61;100;31,76;93,14;56,99;89,62;5,92;63,16;16,15;26,33;0,04;0,62;0;0,31;0,31;100;0,31;8,72;75;0,93;33,33;0,31;100;0,62;0,31;10,28;75,76;0;;0;;0;0;0;0;;;0,31;;;0;0;0;0;0;0
B. Martínez;Aldosivi;Independiente;LAMF, RAMF;23;0;;8;289;0;0,36;0;0,18;37,68;39,67;Argentina;Argentina;direito;170;71;sim;5,29;6,23;60;8,41;25,93;0,31;0,43;0,31;1,25;1,74;1,87;0;0;0;0;5,61;0;0;0;0,11;0;0;6;1,87;16,67;0;0;2,49;37,5;1,56;40;0,93;33,33;0,62;9,97;40,63;17,44;37,5;1,87;2,49;0,93;14,01;0,93;3,43;21,49;63,77;5,61;38,89;3,11;90;7,16;60,87;18,69;68,33;0,93;33,33;23,73;17,09;0,06;0,93;0;0;1,25;25;0,31;1,87;33,33;3,43;45,45;1,56;20;1,25;0,93;3,74;66,67;0;;0;;0;0;0;0;;;0;;;0;0;0;0;0;0
H. Vera Oviedo;Gimnasia Jujuy;Central Córdoba SdE;RCB, LCB;31;100000;2022-12-31;3;289;1;0,84;0;0;16,19;63,46;Paraguay;Paraguay;direito;187;75;sim;12,77;7,79;64;4,05;61,54;1,56;2,08;0,93;6,23;8,33;0,62;0;0;0;0;1,25;0,31;0;0;0,26;0;0;2;0,62;50;50;0;0;0;0;0;0;0;0;0,93;100;0,93;100;0,31;0,62;0;8,41;0,31;0,31;28,34;72,53;16,82;68,52;1,87;100;7,47;83,33;20,24;80;8,1;53,85;27,46;43,98;0;0;0;0;0;0;0;7,47;54,17;0,62;0;0,31;0;0;0;8,41;70,37;0;;0;;0;0;0;0;;;0,93;;;0;0;0;0;1;100
J. Romero;Rosario Central;Rosario Central;GK;24;125000;2024-12-31;3;287;0;0;0;0;0,94;33,33;Argentina;Argentina;direito;183;78;sim;0,31;0;0;0;0;0,31;0,48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,41;0;0,31;12,23;76,92;6,27;55;0;0;5,64;100;6,9;100;5,33;47,06;33,81;47,8;0;0;0;0;0;0;0;0,94;33,33;0;0;0;0;0;0;4,08;53,85;3;0,94;10;3,14;1;70;1,09;0,34;-1,91;-0,599;0;0,31;0;;;;0;0;0
